transaction_id,procedure_id,trans_group_id,trans_group_en,procedure_name_en,instance_date,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,month_year,month,season
1-11-2012-25645,11,1,Sales,Sell,2012-12-25,4,Villa,,,Residential,1,Existing Properties,300,Al Rashidiya,,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,355.54,1100000.0,3093.89,,,1.0,1.0,0.0,2012-12,12,Winter
1-11-2018-11039,11,1,Sales,Sell,2018-11-20,1,Land,,,Other,1,Existing Properties,480,Saih Shuaib 1,,,,,Dubai Parks and Resorts,,,,0,1219.25,1500000.0,1230.26,,,1.0,1.0,0.0,2018-11,11,Autumn
1-11-2022-27613,11,1,Sales,Sell,2022-11-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bluewaters Residences 7,1795.0,Bluewaters Residences ,,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,107.22,3800000.0,35441.15,,,1.0,1.0,0.0,2022-11,11,Autumn
2-110-2013-1579,110,2,Mortgages,Lease to Own Registration,2013-07-29,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,BLVD CENTRAL 1,1274.0,DD BOULEVARD CENTRAL,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,81.34,1186999.0,14593.05,1186999.0,14593.0,2.0,2.0,2.0,2013-07,7,Summer
2-13-2019-1503,13,2,Mortgages,Mortgage Registration,2019-03-06,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,SAFEER TOWER 1,1546.0,SAFEER TOWER 1,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,146.83,975000.0,6640.33,,,1.0,1.0,0.0,2019-03,3,Spring
1-110-2011-2612,110,1,Sales,Lease to Own Registration,2011-10-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,YANSOON 1,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,117.89,1672888.0,14190.25,,,2.0,2.0,4.0,2011-10,10,Autumn
1-11-2021-17833,11,1,Sales,Sell,2021-10-07,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,T-05,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Shop,0,38.0,275000.0,7236.84,,,1.0,1.0,0.0,2021-10,10,Autumn
1-41-2022-2819,41,1,Sales,Delayed Sell,2022-02-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,312,Muhaisanah First,Qamar 10,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,83.67,1039800.0,12427.39,,,1.0,1.0,0.0,2022-02,2,Winter
1-11-2009-217148,11,1,Sales,Sell,2009-09-29,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower B,1451.0,BURJ VIEWS,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,136.38,2433622.0,17844.42,,,1.0,2.0,0.0,2009-09,9,Autumn
1-11-2017-8957,11,1,Sales,Sell,2017-07-10,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,K-12,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,435000.0,6397.06,,,1.0,1.0,0.0,2017-07,7,Summer
1-102-2019-11333,102,1,Sales,Sell - Pre registration,2019-07-15,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,MAG EYE 920,2033.0,MAG EYE Phase 1,HADAEQ SHEIKH MOHAMMED BIN RASHID - DISRICT 7,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,83.87,910888.0,10860.71,,,1.0,1.0,0.0,2019-07,7,Summer
2-13-2022-8497,13,2,Mortgages,Mortgage Registration,2022-06-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,DUBAI ARCH TOWER,547.0,DUBAI ARCH TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,2 B/R,1,153.86,1000000.0,6499.42,,,1.0,1.0,0.0,2022-06,6,Summer
1-11-2010-14792,11,1,Sales,Sell,2010-10-11,4,Villa,,,Commercial,1,Existing Properties,410,Palm Jumeirah,,,,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,,0,622.39,10500000.0,16870.45,,,1.0,1.0,0.0,2010-10,10,Autumn
1-110-2011-2141,110,1,Sales,Lease to Own Registration,2011-09-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,467,Wadi Al Safa 5,Skycourts Tower D,794.0,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,78.29,598493.0,7644.57,,,2.0,2.0,2.0,2011-09,9,Autumn
1-102-2022-119,102,1,Sales,Sell - Pre registration,2022-01-03,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,Regalia,2270.0,Regalia,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,66.98,1043900.0,15585.25,,,1.0,1.0,0.0,2022-01,1,Winter
1-133-2009-200432,133,1,Sales,Development Registration,2009-10-15,3,Unit,42.0,Office,Commercial,1,Existing Properties,484,Nadd Hessa,IT PLAZA,640.0,IT PLAZA,Silicon Oasis,IMG World Adventures,,,Office,1,83.98,537880.0,6404.86,,,1.0,1.0,0.0,2009-10,10,Autumn
1-102-2013-6174,102,1,Sales,Sell - Pre registration,2013-08-27,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,RED RESIDENCE,848.0,RED RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,71.91,663820.0,9231.26,,,1.0,2.0,0.0,2013-08,8,Summer
3-9-2022-1173,9,3,Gifts,Grant,2022-04-26,4,Villa,,,Residential,1,Existing Properties,298,Al Warqa Third,,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1174.48,4100000.0,3490.91,,,1.0,1.0,0.0,2022-04,4,Spring
1-11-2023-11857,11,1,Sales,Sell,2023-04-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,451,Al Hebiah Fifth,AL THAMAM 61,975.0,REMRAAM,Remraam,Motor City,,,2 B/R,1,148.48,700000.0,4714.44,,,1.0,1.0,0.0,2023-04,4,Spring
2-13-2016-7185,13,2,Mortgages,Mortgage Registration,2016-10-05,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,,,,,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,196.82,2014000.0,10232.7,,,1.0,1.0,0.0,2016-10,10,Autumn
1-11-2018-2807,11,1,Sales,Sell,2018-03-14,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,The Dome,351.0,THE DOME TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,92.43,467650.0,5059.5,,,1.0,1.0,0.0,2018-03,3,Spring
1-11-2014-8321,11,1,Sales,Sell,2014-03-25,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,Opal Tower,487.0,OPAL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,111.8,1903527.0,17026.18,,,1.0,1.0,0.0,2014-03,3,Spring
1-102-2023-5752,102,1,Sales,Sell - Pre registration,2023-02-06,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,462,Madinat Al Mataar,,2130.0,Parkside 2,Dubai World Central,Al Makhtoum International Airport,,,3 B/R,0,146.69,1300000.0,8862.23,,,2.0,1.0,0.0,2023-02,2,Winter
2-44-2017-12,44,2,Mortgages,Mortgage Transfer,2017-02-20,2,Building,,,Commercial,1,Existing Properties,308,Al Goze Industrial First,,,,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,9267.35,15000000.0,1618.59,,,1.0,1.0,0.0,2017-02,2,Winter
1-41-2023-12542,41,1,Sales,Delayed Sell,2023-07-06,1,Land,,,Residential,1,Existing Properties,340,Al Goze Second,,2696.0,Mohammed Bin Rashid Al Maktoum City District One West - Phase 1,,,,,,0,630.0,8290000.0,13158.73,,,1.0,1.0,0.0,2023-07,7,Summer
1-102-2019-3934,102,1,Sales,Sell - Pre registration,2019-03-25,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,462,Madinat Al Mataar,,2102.0,Parkside,Dubai World Central,Al Makhtoum International Airport,,,3 B/R,0,147.63,1071888.0,7260.64,,,1.0,1.0,0.0,2019-03,3,Spring
2-13-2018-2685,13,2,Mortgages,Mortgage Registration,2018-03-28,4,Villa,,,Commercial,1,Existing Properties,435,Al Hebiah Fourth,,450.0,VICTORY HEIGHTS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,613.14,2100000.0,3424.99,,,2.0,1.0,0.0,2018-03,3,Spring
2-13-2018-5214,13,2,Mortgages,Mortgage Registration,2018-06-27,4,Villa,4.0,Villa,Residential,1,Existing Properties,506,Al Yelayiss 1,,1825.0,REEM-MIRA COMMUNITY PH 4,,Dubai Cycling Course,,,3 B/R,0,216.0,1680000.0,7777.78,,,1.0,1.0,0.0,2018-06,6,Summer
1-11-2016-15509,11,1,Sales,Sell,2016-12-28,3,Unit,60.0,Flat,Residential,1,Existing Properties,464,Wadi Al Safa 2,Mazaya 21,1214.0,QPOINT LIWAN-PLOT R096,Liwan,IMG World Adventures,,,3 B/R,1,156.21,1213117.0,7765.94,,,1.0,2.0,0.0,2016-12,12,Winter
1-102-2006-5773,102,1,Sales,Sell - Pre registration,2010-01-25,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,410,Palm Jumeirah,,92.0,GRANDEUR RESIDENCES,Palm Jumeirah,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,4 B/R,0,653.02,12750000.0,19524.67,,,1.0,2.0,0.0,2010-01,1,Winter
1-102-2017-20015,102,1,Sales,Sell - Pre registration,2017-10-09,3,Unit,75.0,Stacked Townhouses,Residential,0,Off-Plan Properties,462,Madinat Al Mataar,The Pulse Townhouses Cluster 5,1804.0,THE PULSE TOWNHOUSES,Dubai World Central,Expo 2020 Site,,,2 B/R,1,170.48,1000218.0,5867.07,,,1.0,1.0,0.0,2017-10,10,Autumn
1-11-2019-7255,11,1,Sales,Sell,2019-08-05,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,Opal Tower,487.0,OPAL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,179.04,1368291.0,7642.38,,,1.0,1.0,0.0,2019-08,8,Summer
1-41-2023-12239,41,1,Sales,Delayed Sell,2023-07-03,1,Land,,,Residential,1,Existing Properties,451,Al Hebiah Fifth,,2487.0,DAMAC LAGOONS - MYKONOS,,,,,,0,144.01,2600000.0,18054.3,,,1.0,1.0,0.0,2023-07,7,Summer
1-11-2014-14640,11,1,Sales,Sell,2014-06-04,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,AL MANARA,84.0,AL MANARA,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,140.27,2129100.0,15178.58,,,1.0,1.0,0.0,2014-06,6,Summer
2-13-2023-1979,13,2,Mortgages,Mortgage Registration,2023-02-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,AMNA TOWER,1670.0,AL HABTOOR CITY,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,184.03,1000000.0,5433.9,,,1.0,1.0,0.0,2023-02,2,Winter
1-41-2014-6166,41,1,Sales,Delayed Sell,2014-11-18,4,Villa,,,Residential,1,Existing Properties,441,Al Barsha South Fourth,,,,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,,0,631.1,1472300.0,2332.91,,,1.0,1.0,0.0,2014-11,11,Autumn
2-110-2014-1800,110,2,Mortgages,Lease to Own Registration,2014-10-16,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,Opal Tower,487.0,OPAL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,111.8,708808.0,6339.96,708808.0,6340.0,2.0,2.0,4.0,2014-10,10,Autumn
2-105-2016-499,105,2,Mortgages,Mortgage Pre-Registration,2016-10-05,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,Citywalk Residential Building 22,1736.0,"NO.20, NO.21A, NO.21B AND NO.22 CITYWALK RESIDENTIAL",City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,111.27,970200.0,8719.33,,,1.0,1.0,0.0,2016-10,10,Autumn
1-11-2014-13558,11,1,Sales,Sell,2014-05-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,Park Central,429.0,PARK CENTRAL,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,120.94,1740700.0,14393.09,,,1.0,2.0,0.0,2014-05,5,Spring
1-11-2014-25416,11,1,Sales,Sell,2014-11-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,464,Wadi Al Safa 2,Mazaya 22,1213.0,QPOINT LIWAN-PLOT R095,Liwan,IMG World Adventures,,,1 B/R,1,61.44,496860.0,8086.91,,,1.0,1.0,0.0,2014-11,11,Autumn
1-110-2011-759,110,1,Sales,Lease to Own Registration,2011-03-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ROYAL OCEANIC-1,256.0,ROYAL OCEANIC TOWER,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,Studio,1,52.46,522582.0,9961.53,,,2.0,2.0,2.0,2011-03,3,Spring
1-41-2010-8848,41,1,Sales,Delayed Sell,2015-02-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL ARTA 4,,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,68.58,372800.0,5435.99,,,1.0,1.0,0.0,2015-02,2,Winter
2-14-2013-310,14,2,Mortgages,Modify Mortgage,2013-05-09,2,Building,,,Residential,1,Existing Properties,305,Al Qusais First,,,,,Dubai International Airport,Al Nahda Metro Station,City Centre Mirdif,,0,1486.45,3000000.0,2018.23,,,1.0,1.0,0.0,2013-05,5,Spring
2-13-2018-1694,13,2,Mortgages,Mortgage Registration,2018-02-22,4,Villa,4.0,Villa,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Palmera - III,Motor City,,,2 B/R,0,206.64,1516997.0,7341.26,,,1.0,1.0,0.0,2018-02,2,Winter
2-13-2016-8009,13,2,Mortgages,Mortgage Registration,2016-11-01,4,Villa,,,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Saheel,Motor City,,,,0,652.74,2850000.0,4366.21,,,2.0,1.0,0.0,2016-11,11,Autumn
1-102-2019-21693,102,1,Sales,Sell - Pre registration,2019-12-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,Central Park - Building 1,2147.0,Central Park at City Walk -Building 1,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,4 B/R,1,482.58,6594000.0,13664.06,,,1.0,1.0,0.0,2019-12,12,Winter
2-13-2018-8461,13,2,Mortgages,Mortgage Registration,2018-10-31,4,Villa,,,Commercial,1,Existing Properties,335,Nad Al Shiba First,,1486.0,THE POLO TOWN HOUSES,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,,0,235.22,1431000.0,6083.67,,,1.0,1.0,0.0,2018-10,10,Autumn
1-41-2018-2216,41,1,Sales,Delayed Sell,2018-09-10,3,Unit,23.0,Shop,Commercial,1,Existing Properties,452,Al Hebiah Second,GLITZ RESIDENCE 3 -TOWER 1,1655.0,GLITZ RESIDENCE 3,Dubai Studio City,Motor City,Dubai Internet City,,Shop,1,81.27,1308622.0,16102.15,,,1.0,1.0,0.0,2018-09,9,Autumn
1-11-2019-4424,11,1,Sales,Sell,2019-05-06,3,Unit,42.0,Office,Commercial,1,Existing Properties,443,Al Thanyah First,Smart Heights,425.0,SMART HEIGHTS,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Office,1,122.35,724339.0,5920.22,,,1.0,2.0,0.0,2019-05,5,Spring
2-13-2019-5014,13,2,Mortgages,Mortgage Registration,2019-08-01,4,Villa,,,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Terranova,Global Village,,,,0,709.11,2805000.0,3955.66,,,2.0,1.0,0.0,2019-08,8,Summer
1-11-2021-4676,11,1,Sales,Sell,2021-03-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,DT1,1797.0,DT 1,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,49.75,1058828.0,21282.97,,,1.0,1.0,0.0,2021-03,3,Spring
1-102-2017-19727,102,1,Sales,Sell - Pre registration,2017-10-02,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,462,Madinat Al Mataar,Golf Views Block B,1862.0,Golf Views ,Dubai World Central,Al Makhtoum International Airport,,,3 B/R,1,143.56,1767888.0,12314.63,,,1.0,1.0,0.0,2017-10,10,Autumn
1-102-2016-17145,102,1,Sales,Sell - Pre registration,2017-01-18,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,Citywalk Residential Building 1,1719.0,"NO.1, NO.2A, NO.2B, NO.3A AND 3B CITYWALK RESIDENTIAL",City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,216.75,4034000.0,18611.3,,,1.0,1.0,0.0,2017-01,1,Winter
1-102-2015-15896,102,1,Sales,Sell - Pre registration,2015-12-29,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1645.0,MAPLE,DUBAI HILLS - MAPLE 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,5 B/R,0,303.78,3085888.0,10158.3,,,1.0,2.0,0.0,2015-12,12,Winter
2-13-2019-7352,13,2,Mortgages,Mortgage Registration,2019-10-29,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Prime Residence 1,231.0,PRIME RESIDENCY1,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,60.29,385000.0,6385.8,,,1.0,1.0,0.0,2019-10,10,Autumn
3-9-2017-948,9,3,Gifts,Grant,2017-06-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-3,,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,71.31,921856.0,12927.44,,,1.0,1.0,0.0,2017-06,6,Summer
1-11-2010-9404,11,1,Sales,Sell,2010-06-21,3,Unit,68.0,Store,Storage,1,Existing Properties,330,Marsa Dubai,EMIRATES CROWN  R,,,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,Store,0,2.4,15528.0,6470.0,,,1.0,1.0,0.0,2010-06,6,Summer
1-851-2010-1,851,1,Sales,Development Registration Pre-Registration,2016-06-13,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,458,Dubai Investment Park First,E18,1563.0,DUBAI LAGOON ROWAN,Dubai Investment Park First,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,1 B/R,0,104.33,1165023.0,11166.71,,,1.0,1.0,0.0,2016-06,6,Summer
2-190-2019-535,190,2,Mortgages,Delayed Mortgage,2019-09-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First, Starz Tower 2,1699.0,STARZ TOWER by DANUBE,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2 B/R,1,91.8,375847.0,4094.19,,,2.0,1.0,0.0,2019-09,9,Autumn
1-11-2017-9903,11,1,Sales,Sell,2017-08-01,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Shams 1,,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,127.81,1800000.0,14083.41,,,1.0,1.0,0.0,2017-08,8,Summer
1-11-2022-5323,11,1,Sales,Sell,2022-03-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,EMR-06,1288.0,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.61,307000.0,4540.75,,,1.0,1.0,0.0,2022-03,3,Spring
1-11-2012-17970,11,1,Sales,Sell,2012-10-01,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,AXIS RESIDENCES 8,1255.0,AXIS RESIDENCES 8,Silicon Oasis,IMG World Adventures,,,1 B/R,1,76.24,436800.0,5729.28,,,1.0,1.0,0.0,2012-10,10,Autumn
1-11-2014-13624,11,1,Sales,Sell,2014-05-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,Emirates Gardens1 1 - L2,1117.0,EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE),Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,44.87,495000.0,11031.87,,,1.0,1.0,0.0,2014-05,5,Spring
2-13-2019-4211,13,2,Mortgages,Mortgage Registration,2019-07-01,4,Villa,,,Commercial,1,Existing Properties,350,Al Thanyah Fifth,,1282.0,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,527.42,2137500.0,4052.75,,,1.0,1.0,0.0,2019-07,7,Summer
1-11-2013-26948,11,1,Sales,Sell,2013-09-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 6,330.0,ELITE 6 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,78.34,561750.0,7170.67,,,1.0,1.0,0.0,2013-09,9,Autumn
1-11-2022-15152,11,1,Sales,Sell,2022-06-29,4,Villa,,,Residential,1,Existing Properties,311,Muhaisanah Third,,,,,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,,0,1498.06,4600000.0,3070.64,,,1.0,1.0,0.0,2022-06,6,Summer
1-102-2023-33688,102,1,Sales,Sell - Pre registration,2023-07-17,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,399 Hills Park B,2510.0,399 Hills Park B,DUBAI HILLS,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,87.31,1644658.0,18837.0,,,1.0,2.0,0.0,2023-07,7,Summer
3-9-2023-112,9,3,Gifts,Grant,2023-01-10,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,REGAL TOWER,220.0,REGAL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,,1,38.27,325586.0,8507.61,,,1.0,1.0,0.0,2023-01,1,Winter
1-11-2012-15803,11,1,Sales,Sell,2012-09-03,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,  PALLADIUM,86.0,PALLADIUM,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,107.12,600000.0,5601.19,,,1.0,1.0,0.0,2012-09,9,Autumn
2-13-2022-4294,13,2,Mortgages,Mortgage Registration,2022-04-20,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,,,,Springs - 3,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,172.49,1253750.0,7268.54,,,1.0,1.0,0.0,2022-04,4,Spring
3-9-2023-2684,9,3,Gifts,Grant,2023-05-02,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,EMR-24,1288.0,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,43.75,249914.0,5712.31,,,1.0,1.0,0.0,2023-05,5,Spring
1-102-2023-12272,102,1,Sales,Sell - Pre registration,2023-03-14,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Joya Dorado Residence,2485.0,JOYA DORADO RESIDENCE,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,70.97,673980.0,9496.69,,,1.0,1.0,0.0,2023-03,3,Spring
1-41-2022-9646,41,1,Sales,Delayed Sell,2022-06-06,1,Land,,,Residential,1,Existing Properties,451,Al Hebiah Fifth,,2329.0,DAMAC LAGOONS - COSTA BRAVA (1),DAMAC Lagoons,,,,,0,144.06,1709000.0,11863.11,,,1.0,2.0,0.0,2022-06,6,Summer
2-13-2018-2884,13,2,Mortgages,Mortgage Registration,2018-04-04,3,Unit,60.0,Flat,Residential,1,Existing Properties,322,Al Qusais Industrial Fourth,TASAHEEL,1307.0,RASHA 2,,Dubai International Airport,Airport Free Zone,City Centre Mirdif,2 B/R,1,127.15,574000.0,4514.35,,,1.0,1.0,0.0,2018-04,4,Spring
2-110-2011-2650,110,2,Mortgages,Lease to Own Registration,2011-11-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj ViewsTower A,1451.0,BURJ VIEWS,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,72.74,1620800.0,22282.1,1620800.0,22282.0,2.0,2.0,2.0,2011-11,11,Autumn
2-13-2013-7847,13,2,Mortgages,Mortgage Registration,2013-11-18,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,,,,,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,220.55,610000.0,2765.81,,,2.0,1.0,0.0,2013-11,11,Autumn
1-11-2009-211896,11,1,Sales,Sell,2009-06-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,P-24,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.97,245000.0,5448.08,,,1.0,1.0,0.0,2009-06,6,Summer
2-13-2014-4267,13,2,Mortgages,Mortgage Registration,2014-05-29,4,Villa,,,Commercial,1,Existing Properties,484,Nadd Hessa,,,,Silicon Oasis,IMG World Adventures,,City Centre Mirdif,,0,482.01,4000000.0,8298.58,,,1.0,1.0,0.0,2014-05,5,Spring
1-41-2017-6063,41,1,Sales,Delayed Sell,2017-12-18,3,Unit,42.0,Office,Commercial,1,Existing Properties,351,Al Thanyah Third,THE ONYX - TOWER 2,147.0,THE ONYX,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,Office,1,95.97,1320570.0,13760.24,,,1.0,1.0,0.0,2017-12,12,Winter
1-102-2022-34678,102,1,Sales,Sell - Pre registration,2022-11-01,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,Sobha Hartland - The Crest Tower D,2447.0,Sobha Hartland - The Crest,,,,,3 B/R,1,137.67,2926693.0,21258.76,,,1.0,1.0,0.0,2022-11,11,Autumn
